  19-  21 2.3E+00 2.2E+00 2.1E+00 1.9E+00 1.6E+00 1.4E+00 1.1E+00 8.9E-01 5.5E-01 3.5E-01 2.4E-01 1.9E-01 1.7E-01   9.6E+00
  21-  23 1.1E+00 1.1E+00 1.0E+00 8.9E-01 7.5E-01 6.1E-01 4.8E-01 3.7E-01 2.0E-01 1.1E-01 6.6E-02 4.4E-02 3.4E-02   4.0E+00
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                            proton production cross section (mb) =1.237E+02
                                                                            proton multiplicity (dimensionless)  =7.175E-02
                                                                            proton average energy (MeV)          =1.596E+01
                                                                            proton kerma coefficient (fGym^2)    =0.000E+00
  
                        24-MeV  protons incident on 208Pb
                        Emission spectrum of *deuterons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.5E-10 1.5E-10 1.5E-10 1.7E-10 1.8E-10 2.0E-10 2.2E-10 2.5E-10 3.1E-10 3.8E-10 4.7E-10 5.4E-10 6.0E-10   4.1E-09
   3-   5 1.2E-05 1.2E-05 1.1E-05 1.1E-05 1.1E-05 1.1E-05 1.0E-05 1.0E-05 9.7E-06 9.6E-06 9.7E-06 9.9E-06 1.0E-05   1.3E-04
   5-   7 3.0E-04 2.9E-04 2.9E-04 2.8E-04 2.7E-04 2.6E-04 2.5E-04 2.3E-04 2.1E-04 1.9E-04 1.7E-04 1.7E-04 1.6E-04   2.7E-03
   7-   9 9.7E-03 9.6E-03 9.3E-03 9.0E-03 8.5E-03 7.9E-03 7.3E-03 6.6E-03 5.4E-03 4.5E-03 3.8E-03 3.3E-03 3.1E-03   7.2E-02
   9-  11 7.5E-02 7.4E-02 7.1E-02 6.7E-02 6.2E-02 5.6E-02 5.0E-02 4.4E-02 3.3E-02 2.5E-02 2.0E-02 1.6E-02 1.5E-02   4.7E-01
  11-  13 2.3E-01 2.2E-01 2.2E-01 2.0E-01 1.8E-01 1.6E-01 1.4E-01 1.2E-01 8.4E-02 5.9E-02 4.4E-02 3.5E-02 3.0E-02   1.2E+00
  13-  15 4.4E-01 4.3E-01 4.1E-01 3.8E-01 3.4E-01 2.9E-01 2.5E-01 2.0E-01 1.4E-01 9.1E-02 6.3E-02 4.9E-02 4.2E-02   2.1E+00
  15-  17 7.9E-01 7.8E-01 7.3E-01 6.6E-01 5.8E-01 4.9E-01 4.1E-01 3.3E-01 2.1E-01 1.4E-01 1.1E-01 9.2E-02 8.8E-02   3.6E+00
  17-  19 8.5E-01 8.3E-01 7.6E-01 6.7E-01 5.7E-01 4.6E-01 3.6E-01 2.8E-01 1.5E-01 8.5E-02 5.1E-02 3.4E-02 2.7E-02   3.0E+00
  19-  21 1.9E-02 1.8E-02 1.5E-02 1.2E-02 8.2E-03 5.2E-03 2.8E-03 1.3E-03 1.2E-04 0.0E+00 0.0E+00 0.0E+00 0.0E+00   3.1E-02
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                          deuteron production cross section (mb) =2.105E+01
                                                                          deuteron multiplicity (dimensionless)  =1.221E-02
                                                                          deuteron average energy (MeV)          =1.540E+01
                                                                          deuteron kerma coefficient (fGym^2)    =0.000E+00
  
                        24-MeV  protons incident on 208Pb
                        Emission spectrum of    *alphas*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
   3-   5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 1.2E-11 3.3E-11   2.4E-11
   5-   7 7.6E-07 7.7E-07 7.8E-07 8.0E-07 8.3E-07 8.6E-07 9.0E-07 9.4E-07 1.0E-06 1.1E-06 1.2E-06 1.3E-06 1.3E-06   1.3E-05
   7-   9 1.7E-04 1.7E-04 1.8E-04 1.8E-04 1.9E-04 2.0E-04 2.1E-04 2.2E-04 2.4E-04 2.7E-04 2.9E-04 3.0E-04 3.1E-04   3.0E-03
   9-  11 1.0E-03 1.0E-03 1.0E-03 1.0E-03 1.0E-03 1.1E-03 1.1E-03 1.1E-03 1.2E-03 1.2E-03 1.3E-03 1.3E-03 1.3E-03   1.5E-02
  11-  13 1.4E-03 1.4E-03 1.4E-03 1.4E-03 1.4E-03 1.4E-03 1.4E-03 1.4E-03 1.4E-03 1.4E-03 1.5E-03 1.5E-03 1.6E-03   1.8E-02
  13-  15 2.8E-03 2.8E-03 2.8E-03 2.8E-03 2.8E-03 2.9E-03 2.9E-03 2.9E-03 3.1E-03 3.3E-03 3.6E-03 3.8E-03 4.0E-03   4.0E-02
  15-  17 6.0E-03 5.9E-03 5.9E-03 5.8E-03 5.7E-03 5.6E-03 5.5E-03 5.4E-03 5.4E-03 5.6E-03 5.9E-03 6.3E-03 6.6E-03   7.1E-02
  17-  19 1.7E-02 1.7E-02 1.7E-02 1.6E-02 1.6E-02 1.6E-02 1.5E-02 1.5E-02 1.4E-02 1.4E-02 1.4E-02 1.4E-02 1.4E-02   1.8E-01
  19-  21 4.7E-02 4.6E-02 4.5E-02 4.3E-02 4.1E-02 3.8E-02 3.5E-02 3.2E-02 2.7E-02 2.2E-02 1.9E-02 1.7E-02 1.6E-02   3.6E-01
  21-  23 9.3E-02 9.2E-02 8.9E-02 8.4E-02 7.7E-02 6.9E-02 6.2E-02 5.4E-02 4.0E-02 2.9E-02 2.2E-02 1.8E-02 1.6E-02   5.6E-01
  23-  25 1.2E-01 1.2E-01 1.1E-01 1.0E-01 9.4E-02 8.2E-02 7.0E-02 5.9E-02 4.0E-02 2.7E-02 1.9E-02 1.5E-02 1.2E-02   6.1E-01
  25-  27 1.1E-01 1.1E-01 1.0E-01 9.2E-02 8.0E-02 6.8E-02 5.6E-02 4.5E-02 2.8E-02 1.7E-02 1.1E-02 7.8E-03 6.3E-03   4.7E-01
  27-  29 6.8E-02 6.7E-02 6.2E-02 5.5E-02 4.6E-02 3.7E-02 2.9E-02 2.2E-02 1.2E-02 7.0E-03 4.5E-03 3.5E-03 3.2E-03   2.5E-01
  29-  31 1.7E-02 1.6E-02 1.4E-02 1.2E-02 9.6E-03 7.1E-03 5.0E-03 3.3E-03 1.3E-03 5.2E-04 2.1E-04 1.1E-04 6.9E-05   4.2E-02
  31-  33 4.7E-05 4.4E-05 3.5E-05 2.5E-05 1.6E-05 9.1E-06 4.9E-06 2.3E-06 2.4E-07 1.3E-12 3.1E-13 7.7E-14 2.3E-14   6.3E-05
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                             alpha production cross section (mb) =5.235E+00
                                                                             alpha multiplicity (dimensionless)  =3.037E-03
                                                                             alpha average energy (MeV)          =2.289E+01
                                                                             alpha kerma coefficient (fGym^2)    =0.000E+00
  
***************************** A<5 PRODUCTION CROSS SECTION SUMMARY ********************************************************
 neutron prod. cross sec. (mb)=4.216E+03 ;multiplicity=2.445E+00 ;av. energy (MeV)=2.004E+00 ;kerma co. (fGym^2) =0.000E+00
  proton prod. cross sec. (mb)=1.237E+02 ;multiplicity=7.175E-02 ;av. energy (MeV)=1.596E+01 ;kerma co. (fGym^2) =0.000E+00
deuteron prod. cross sec. (mb)=2.105E+01 ;multiplicity=1.221E-02 ;av. energy (MeV)=1.540E+01 ;kerma co. (fGym^2) =0.000E+00
  triton prod. cross sec. (mb)=3.780E+00 ;multiplicity=2.193E-03 ;av. energy (MeV)=1.354E+01 ;kerma co. (fGym^2) =0.000E+00
   alpha prod. cross sec. (mb)=5.235E+00 ;multiplicity=3.037E-03 ;av. energy (MeV)=2.289E+01 ;kerma co. (fGym^2) =0.000E+00
   gamma prod. cross sec. (mb)=4.450E+03 ;multiplicity=2.581E+00 ;av. energy (MeV)=1.115E+00 ;kerma co. (fGym^2) =0.000E+00
******************************** ENERGY DEPOSITION SUMMARY ****************************************************************
Average fraction of incident energy transferred to secondary ejectiles per nonelastic reaction:
neut.=2.04E-01; prot.=4.77E-02; deut.=7.83E-03; trit.=1.24E-03; alph.=2.90E-03; gamm.=1.20E-01; A>5 recoils=5.73E-03
***************************************************************************************************************************

+++++++++++++++++++++++++++++++++++++++  26-MeV  protons incident on 208Pb ++++++++++++++++++++++++++++++++++++++++++++++++

Cross section summary information for  26-MeV reactions on 208Pb:
Nonelastic cross section = 1.809E+03 mb
  
                        26-MeV  protons incident on 208Pb
                        Emission spectrum of  *neutrons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.1E+02 1.1E+02 1.1E+02 1.0E+02 1.0E+02 1.0E+02 1.0E+02 9.9E+01 9.7E+01 9.6E+01 9.6E+01 9.7E+01 9.8E+01   1.2E+03
   3-   5 2.8E+01 2.8E+01 2.7E+01 2.7E+01 2.6E+01 2.5E+01 2.5E+01 2.4E+01 2.3E+01 2.2E+01 2.1E+01 2.1E+01 2.1E+01   2.9E+02
   5-   7 6.6E+00 6.5E+00 6.4E+00 6.2E+00 6.0E+00 5.7E+00 5.4E+00 5.0E+00 4.5E+00 4.1E+00 3.9E+00 3.7E+00 3.7E+00   5.9E+01
   7-   9 3.2E+00 3.2E+00 3.1E+00 3.0E+00 2.8E+00 2.6E+00 2.4E+00 2.2E+00 1.8E+00 1.5E+00 1.3E+00 1.2E+00 1.1E+00   2.4E+01
   9-  11 2.4E+00 2.4E+00 2.3E+00 2.2E+00 2.1E+00 1.9E+00 1.7E+00 1.5E+00 1.2E+00 9.5E-01 7.7E-01 6.7E-01 6.1E-01   1.6E+01
  11-  13 2.1E+00 2.0E+00 2.0E+00 1.9E+00 1.7E+00 1.5E+00 1.4E+00 1.2E+00 9.2E-01 6.9E-01 5.4E-01 4.5E-01 4.1E-01   1.3E+01
  13-  15 1.8E+00 1.7E+00 1.7E+00 1.6E+00 1.4E+00 1.3E+00 1.1E+00 9.7E-01 7.1E-01 5.1E-01 3.9E-01 3.2E-01 2.8E-01   1.0E+01
  15-  17 1.5E+00 1.5E+00 1.4E+00 1.3E+00 1.2E+00 1.0E+00 8.8E-01 7.5E-01 5.2E-01 3.7E-01 2.7E-01 2.1E-01 1.8E-01   7.8E+00
  17-  19 1.1E+00 1.1E+00 1.0E+00 9.6E-01 8.6E-01 7.4E-01 6.3E-01 5.2E-01 3.5E-01 2.3E-01 1.6E-01 1.2E-01 1.1E-01   5.4E+00
  19-  21 6.9E-01 6.8E-01 6.4E-01 5.8E-01 5.1E-01 4.3E-01 3.6E-01 2.9E-01 1.9E-01 1.3E-01 9.7E-02 8.5E-02 8.3E-02   3.2E+00
  21-  23 1.8E-01 1.8E-01 1.6E-01 1.5E-01 1.2E-01 1.0E-01 8.0E-02 6.2E-02 3.7E-02 2.3E-02 1.7E-02 1.4E-02 1.3E-02   7.0E-01
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                           neutron production cross section (mb) =4.585E+03
                                                                           neutron multiplicity (dimensionless)  =2.535E+00
                                                                           neutron average energy (MeV)          =2.144E+00
  
                        26-MeV  protons incident on 208Pb
                        Emission spectrum of   *protons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.6E-05 1.6E-05 1.6E-05 1.7E-05 1.7E-05 1.8E-05 1.9E-05 2.0E-05 2.2E-05 2.6E-05 2.9E-05 3.3E-05 3.5E-05   2.9E-04
   3-   5 8.3E-03 8.3E-03 8.3E-03 8.3E-03 8.3E-03 8.2E-03 8.2E-03 8.3E-03 8.5E-03 8.8E-03 9.3E-03 9.8E-03 1.0E-02   1.1E-01
   5-   7 3.4E-02 3.4E-02 3.4E-02 3.3E-02 3.2E-02 3.1E-02 3.1E-02 3.0E-02 2.8E-02 2.8E-02 2.8E-02 2.8E-02 2.9E-02   3.7E-01
   7-   9 1.9E-01 1.9E-01 1.8E-01 1.8E-01 1.7E-01 1.6E-01 1.5E-01 1.4E-01 1.2E-01 1.1E-01 9.8E-02 9.3E-02 9.0E-02   1.6E+00
   9-  11 6.8E-01 6.8E-01 6.6E-01 6.3E-01 5.9E-01 5.5E-01 5.0E-01 4.5E-01 3.7E-01 3.0E-01 2.5E-01 2.2E-01 2.0E-01   4.9E+00
  11-  13 1.4E+00 1.4E+00 1.4E+00 1.3E+00 1.2E+00 1.1E+00 9.6E-01 8.5E-01 6.5E-01 5.0E-01 3.9E-01 3.3E-01 3.0E-01   9.0E+00
  13-  15 2.0E+00 2.0E+00 1.9E+00 1.8E+00 1.6E+00 1.4E+00 1.3E+00 1.1E+00 7.9E-01 5.7E-01 4.3E-01 3.5E-01 3.1E-01   1.1E+01
  15-  17 2.3E+00 2.2E+00 2.1E+00 2.0E+00 1.8E+00 1.6E+00 1.3E+00 1.1E+00 7.9E-01 5.4E-01 3.9E-01 3.1E-01 2.7E-01   1.2E+01
  17-  19 2.5E+00 2.4E+00 2.3E+00 2.1E+00 1.9E+00 1.6E+00 1.3E+00 1.1E+00 7.4E-01 4.9E-01 3.4E-01 2.6E-01 2.2E-01   1.2E+01
  19-  21 3.5E+00 3.5E+00 3.2E+00 2.9E+00 2.6E+00 2.2E+00 1.8E+00 1.4E+00 8.8E-01 5.4E-01 3.5E-01 2.6E-01 2.1E-01   1.5E+01
  21-  23 2.5E+00 2.5E+00 2.3E+00 2.0E+00 1.7E+00 1.4E+00 1.1E+00 8.5E-01 4.9E-01 2.8E-01 1.7E-01 1.2E-01 9.4E-02   9.3E+00
  23-  25 1.3E+00 1.3E+00 1.2E+00 1.0E+00 8.6E-01 6.8E-01 5.2E-01 3.8E-01 2.0E-01 9.9E-02 5.4E-02 3.4E-02 2.6E-02   4.3E+00
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                            proton production cross section (mb) =1.589E+02
                                                                            proton multiplicity (dimensionless)  =8.784E-02
                                                                            proton average energy (MeV)          =1.682E+01
                                                                            proton kerma coefficient (fGym^2)    =0.000E+00
  
                        26-MeV  protons incident on 208Pb
                        Emission spectrum of *deuterons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.7E-10 1.7E-10 1.8E-10 1.9E-10 2.1E-10 2.4E-10 2.6E-10 2.9E-10 3.7E-10 4.6E-10 5.7E-10 6.6E-10 7.3E-10   5.0E-09
   3-   5 1.3E-05 1.2E-05 1.2E-05 1.2E-05 1.2E-05 1.2E-05 1.1E-05 1.1E-05 1.1E-05 1.0E-05 1.1E-05 1.1E-05 1.1E-05   1.4E-04
   5-   7 3.0E-04 3.0E-04 3.0E-04 2.9E-04 2.8E-04 2.7E-04 2.5E-04 2.4E-04 2.2E-04 2.0E-04 1.8E-04 1.7E-04 1.7E-04   2.8E-03
   7-   9 9.4E-03 9.3E-03 9.1E-03 8.7E-03 8.2E-03 7.7E-03 7.1E-03 6.5E-03 5.3E-03 4.4E-03 3.7E-03 3.3E-03 3.1E-03   7.1E-02
   9-  11 7.0E-02 6.9E-02 6.7E-02 6.3E-02 5.8E-02 5.3E-02 4.7E-02 4.1E-02 3.1E-02 2.4E-02 1.9E-02 1.5E-02 1.4E-02   4.4E-01
  11-  13 2.1E-01 2.1E-01 2.0E-01 1.8E-01 1.7E-01 1.5E-01 1.3E-01 1.1E-01 7.7E-02 5.4E-02 4.0E-02 3.2E-02 2.8E-02   1.1E+00
  13-  15 4.0E-01 3.9E-01 3.7E-01 3.4E-01 3.0E-01 2.6E-01 2.2E-01 1.8E-01 1.2E-01 8.1E-02 5.6E-02 4.3E-02 3.7E-02   1.9E+00
  15-  17 6.2E-01 6.1E-01 5.7E-01 5.2E-01 4.5E-01 3.8E-01 3.2E-01 2.5E-01 1.6E-01 9.9E-02 6.6E-02 4.9E-02 4.2E-02   2.7E+00
  17-  19 1.0E+00 9.8E-01 9.1E-01 8.2E-01 7.0E-01 5.8E-01 4.6E-01 3.6E-01 2.2E-01 1.4E-01 1.0E-01 9.3E-02 9.2E-02   4.0E+00
  19-  21 1.0E+00 9.9E-01 9.1E-01 7.9E-01 6.5E-01 5.1E-01 3.9E-01 2.9E-01 1.5E-01 7.5E-02 4.1E-02 2.7E-02 2.0E-02   3.2E+00
  21-  23 2.3E-02 2.2E-02 1.8E-02 1.4E-02 9.3E-03 5.5E-03 2.8E-03 1.2E-03 5.7E-05 0.0E+00 0.0E+00 0.0E+00 0.0E+00   3.5E-02
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                          deuteron production cross section (mb) =2.708E+01
                                                                          deuteron multiplicity (dimensionless)  =1.497E-02
                                                                          deuteron average energy (MeV)          =1.673E+01
                                                                          deuteron kerma coefficient (fGym^2)    =0.000E+00
  
                        26-MeV  protons incident on 208Pb
                        Emission spectrum of    *alphas*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
   3-   5 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 1.1E-14 6.8E-12 1.7E-11   1.3E-11
   5-   7 7.3E-07 7.3E-07 7.4E-07 7.6E-07 7.9E-07 8.2E-07 8.6E-07 9.0E-07 9.8E-07 1.1E-06 1.1E-06 1.2E-06 1.2E-06   1.2E-05
   7-   9 1.0E-04 1.0E-04 1.1E-04 1.1E-04 1.1E-04 1.2E-04 1.2E-04 1.3E-04 1.5E-04 1.6E-04 1.7E-04 1.8E-04 1.9E-04   1.8E-03
   9-  11 6.7E-04 6.7E-04 6.8E-04 6.9E-04 7.0E-04 7.2E-04 7.4E-04 7.6E-04 8.1E-04 8.6E-04 9.1E-04 9.4E-04 9.7E-04   1.0E-02
  11-  13 1.6E-03 1.6E-03 1.7E-03 1.7E-03 1.7E-03 1.7E-03 1.7E-03 1.7E-03 1.8E-03 1.9E-03 2.1E-03 2.2E-03 2.3E-03   2.4E-02
  13-  15 4.1E-03 4.0E-03 4.0E-03 4.0E-03 4.0E-03 4.0E-03 4.1E-03 4.1E-03 4.3E-03 4.5E-03 4.8E-03 5.1E-03 5.3E-03   5.5E-02
  15-  17 6.5E-03 6.5E-03 6.4E-03 6.3E-03 6.1E-03 6.0E-03 5.8E-03 5.7E-03 5.6E-03 5.7E-03 5.9E-03 6.3E-03 6.6E-03   7.4E-02
  17-  19 1.6E-02 1.5E-02 1.5E-02 1.5E-02 1.5E-02 1.4E-02 1.4E-02 1.4E-02 1.3E-02 1.3E-02 1.3E-02 1.4E-02 1.4E-02   1.7E-01
  19-  21 4.4E-02 4.3E-02 4.2E-02 4.1E-02 3.9E-02 3.6E-02 3.3E-02 3.1E-02 2.6E-02 2.2E-02 1.9E-02 1.7E-02 1.6E-02   3.4E-01
  21-  23 9.1E-02 9.0E-02 8.6E-02 8.1E-02 7.5E-02 6.8E-02 6.0E-02 5.3E-02 4.0E-02 3.0E-02 2.3E-02 1.9E-02 1.7E-02   5.6E-01
  23-  25 1.3E-01 1.3E-01 1.2E-01 1.1E-01 1.0E-01 8.8E-02 7.6E-02 6.4E-02 4.4E-02 3.0E-02 2.1E-02 1.6E-02 1.4E-02   6.6E-01
  25-  27 1.4E-01 1.3E-01 1.3E-01 1.2E-01 1.0E-01 8.6E-02 7.1E-02 5.8E-02 3.6E-02 2.2E-02 1.5E-02 1.1E-02 8.7E-03   6.0E-01
  27-  29 1.2E-01 1.1E-01 1.0E-01 9.3E-02 7.9E-02 6.5E-02 5.2E-02 4.0E-02 2.3E-02 1.3E-02 7.4E-03 5.0E-03 3.9E-03   4.3E-01
  29-  31 7.0E-02 6.8E-02 6.2E-02 5.4E-02 4.4E-02 3.5E-02 2.6E-02 1.9E-02 9.4E-03 4.9E-03 3.1E-03 2.6E-03 2.5E-03   2.2E-01
  31-  33 1.7E-02 1.7E-02 1.5E-02 1.2E-02 9.1E-03 6.5E-03 4.3E-03 2.7E-03 9.6E-04 3.2E-04 1.2E-04 5.1E-05 3.1E-05   3.8E-02
  33-  35 4.9E-05 4.5E-05 3.6E-05 2.4E-05 1.4E-05 7.9E-06 3.9E-06 1.6E-06 9.7E-08 6.7E-13 1.2E-13 1.6E-14 1.2E-15   5.9E-05
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                             alpha production cross section (mb) =6.365E+00
                                                                             alpha multiplicity (dimensionless)  =3.519E-03
                                                                             alpha average energy (MeV)          =2.382E+01
                                                                             alpha kerma coefficient (fGym^2)    =0.000E+00
  
***************************** A<5 PRODUCTION CROSS SECTION SUMMARY ********************************************************
 neutron prod. cross sec. (mb)=4.585E+03 ;multiplicity=2.535E+00 ;av. energy (MeV)=2.144E+00 ;kerma co. (fGym^2) =0.000E+00
  proton prod. cross sec. (mb)=1.589E+02 ;multiplicity=8.784E-02 ;av. energy (MeV)=1.682E+01 ;kerma co. (fGym^2) =0.000E+00
deuteron prod. cross sec. (mb)=2.708E+01 ;multiplicity=1.497E-02 ;av. energy (MeV)=1.673E+01 ;kerma co. (fGym^2) =0.000E+00
  triton prod. cross sec. (mb)=4.933E+00 ;multiplicity=2.727E-03 ;av. energy (MeV)=1.457E+01 ;kerma co. (fGym^2) =0.000E+00
   alpha prod. cross sec. (mb)=6.365E+00 ;multiplicity=3.519E-03 ;av. energy (MeV)=2.382E+01 ;kerma co. (fGym^2) =0.000E+00
   gamma prod. cross sec. (mb)=5.156E+03 ;multiplicity=2.850E+00 ;av. energy (MeV)=1.093E+00 ;kerma co. (fGym^2) =0.000E+00
******************************** ENERGY DEPOSITION SUMMARY ****************************************************************
Average fraction of incident energy transferred to secondary ejectiles per nonelastic reaction:
neut.=2.09E-01; prot.=5.68E-02; deut.=9.63E-03; trit.=1.53E-03; alph.=3.22E-03; gamm.=1.20E-01; A>5 recoils=5.70E-03
***************************************************************************************************************************

+++++++++++++++++++++++++++++++++++++++  28-MeV  protons incident on 208Pb ++++++++++++++++++++++++++++++++++++++++++++++++

Cross section summary information for  28-MeV reactions on 208Pb:
Nonelastic cross section = 1.881E+03 mb
  
                        28-MeV  protons incident on 208Pb
                        Emission spectrum of  *neutrons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.1E+02 1.1E+02 1.1E+02 1.1E+02 1.1E+02 1.0E+02 1.0E+02 1.0E+02 9.9E+01 9.8E+01 9.9E+01 9.9E+01 1.0E+02   1.3E+03
   3-   5 3.1E+01 3.1E+01 3.0E+01 3.0E+01 2.9E+01 2.8E+01 2.7E+01 2.6E+01 2.5E+01 2.4E+01 2.4E+01 2.3E+01 2.3E+01   3.2E+02
   5-   7 7.7E+00 7.6E+00 7.5E+00 7.2E+00 6.9E+00 6.6E+00 6.2E+00 5.9E+00 5.2E+00 4.8E+00 4.5E+00 4.3E+00 4.3E+00   6.9E+01
   7-   9 3.7E+00 3.7E+00 3.6E+00 3.4E+00 3.2E+00 3.0E+00 2.8E+00 2.5E+00 2.1E+00 1.7E+00 1.5E+00 1.4E+00 1.3E+00   2.8E+01
